"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Geographic code, census division","Geographic code, census metropolitan area or census agglomeration","Global non-response rate","Data quality flag","Year","Household type - Total - Private households (Counts)","Household type - Total - Private households (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - Without children (Counts)","Household type - One-census-family households without additional persons - Couple census families - Without children (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - With children (Counts)","Household type - One-census-family households without additional persons - Couple census families - With children (% Distribution)","Household type - One-census-family households without additional persons - Lone parent (Counts)","Household type - One-census-family households without additional persons - Lone parent (% Distribution)","Household type - Multigenerational households (Counts)","Household type - Multigenerational households (% Distribution)","Household type - Other census family households (Counts)","Household type - Other census family households (% Distribution)","Household type - Non-census family households of two or more persons (Counts)","Household type - Non-census family households of two or more persons (% Distribution)","Household type - One-person households (Counts)","Household type - One-person households (% Distribution)"
"2475040","Prévost","Ville","Quebec","24","75","","2.0","00000","2011","4750","100","1460","30.7","1530","32.2","400","8.4","95","2","130","2.7","120","2.5","1025","21.6"
"2475040","Prévost","Ville","Quebec","24","75","","2.0","00000","2016","5180","100","1650","31.9","1565","30.2","445","8.6","105","2","125","2.4","125","2.4","1165","22.5"
"2475045","Saint-Hippolyte","Municipalité","Quebec","24","75","","3.0","00000","2011","3560","100","1190","33.4","875","24.6","250","7","35","1","75","2.1","110","3.1","1010","28.4"
"2475045","Saint-Hippolyte","Municipalité","Quebec","24","75","","3.0","00000","2016","4010","100","1310","32.7","960","23.9","295","7.4","50","1.2","140","3.5","115","2.9","1145","28.6"
"2476020","Lachute","Ville","Quebec","24","76","468","4.5","00000","2011","5665","100","1505","26.6","1125","19.9","605","10.7","75","1.3","180","3.2","195","3.4","1985","35"
"2476020","Lachute","Ville","Quebec","24","76","468","4.5","00000","2016","5980","100","1575","26.3","1000","16.7","700","11.7","70","1.2","180","3","220","3.7","2240","37.5"
"2476043","Brownsburg-Chatham","Ville","Quebec","24","76","","3.4","00000","2011","3070","100","910","29.6","780","25.4","260","8.5","50","1.6","90","2.9","80","2.6","895","29.2"
"2476043","Brownsburg-Chatham","Ville","Quebec","24","76","","3.4","00000","2016","3095","100","950","30.7","695","22.5","265","8.6","55","1.8","90","2.9","100","3.2","940","30.4"
"2477022","Sainte-Adèle","Ville","Quebec","24","77","","3.7","00000","2011","5780","100","1775","30.7","1050","18.2","495","8.6","35","0.6","130","2.2","210","3.6","2085","36.1"
"2477022","Sainte-Adèle","Ville","Quebec","24","77","","3.7","00000","2016","6285","100","1905","30.3","1075","17.1","475","7.6","55","0.9","135","2.1","225","3.6","2415","38.4"
"2477043","Saint-Sauveur","Ville","Quebec","24","77","","3.8","00000","2011","4885","100","1740","35.6","760","15.6","350","7.2","35","0.7","95","1.9","155","3.2","1755","35.9"
"2477043","Saint-Sauveur","Ville","Quebec","24","77","","3.8","00000","2016","5115","100","1840","36","740","14.5","370","7.2","35","0.7","80","1.6","160","3.1","1895","37"
"2478032","Sainte-Agathe-des-Monts","Ville","Quebec","24","78","","4.4","00000","2011","4605","100","1360","29.5","825","17.9","470","10.2","45","1","115","2.5","185","4","1600","34.7"
"2478032","Sainte-Agathe-des-Monts","Ville","Quebec","24","78","","4.4","00000","2016","4875","100","1440","29.5","765","15.7","480","9.8","45","0.9","95","1.9","190","3.9","1855","38.1"
"2478102","Mont-Tremblant","Ville","Quebec","24","78","","3.6","00000","2011","4355","100","1225","28.1","830","19.1","440","10.1","30","0.7","95","2.2","180","4.1","1550","35.6"
"2478102","Mont-Tremblant","Ville","Quebec","24","78","","3.6","00000","2016","4555","100","1310","28.8","815","17.9","420","9.2","40","0.9","70","1.5","150","3.3","1745","38.3"
"2479088","Mont-Laurier","Ville","Quebec","24","79","","5.2","00000","2011","6185","100","1810","29.3","1380","22.3","525","8.5","55","0.9","150","2.4","170","2.7","2100","34"
"2479088","Mont-Laurier","Ville","Quebec","24","79","","5.2","00000","2016","6370","100","1900","29.8","1265","19.9","580","9.1","65","1","130","2","195","3.1","2240","35.2"
"2481017","Gatineau","Ville","Quebec","24","81","505","3.4","00000","2011","112760","100","26570","23.6","29710","26.3","12505","11.1","1625","1.4","3180","2.8","4340","3.8","34830","30.9"
"2481017","Gatineau","Ville","Quebec","24","81","505","3.4","00000","2016","118385","100","27195","23","29640","25","13760","11.6","1725","1.5","3055","2.6","4650","3.9","38365","32.4"
"2482005","L'Ange-Gardien","Municipalité","Quebec","24","82","505","2.3","00000","2011","1775","100","555","31.3","755","42.5","105","5.9","40","2.3","60","3.4","30","1.7","225","12.7"
"2482005","L'Ange-Gardien","Municipalité","Quebec","24","82","505","2.3","00000","2016","1960","100","645","32.9","740","37.8","130","6.6","55","2.8","70","3.6","35","1.8","275","14"
"2482015","Val-des-Monts","Municipalité","Quebec","24","82","505","2.8","00000","2011","4080","100","1245","30.5","1350","33.1","270","6.6","95","2.3","175","4.3","105","2.6","845","20.7"
"2482015","Val-des-Monts","Municipalité","Quebec","24","82","505","2.8","00000","2016","4565","100","1415","31","1485","32.5","335","7.3","95","2.1","150","3.3","120","2.6","965","21.1"
"2482020","Cantley","Municipalité","Quebec","24","82","505","2.2","00000","2011","3420","100","925","27","1540","45","235","6.9","80","2.3","115","3.4","60","1.8","460","13.5"
"2482020","Cantley","Municipalité","Quebec","24","82","505","2.2","00000","2016","3770","100","1080","28.6","1570","41.6","270","7.2","100","2.7","135","3.6","70","1.9","545","14.5"
"2482025","Chelsea","Municipalité","Quebec","24","82","505","2.1","00000","2011","2575","100","750","29.1","1050","40.8","190","7.4","30","1.2","50","1.9","55","2.1","450","17.5"
"2482025","Chelsea","Municipalité","Quebec","24","82","505","2.1","00000","2016","2610","100","795","30.5","980","37.5","195","7.5","30","1.1","60","2.3","45","1.7","505","19.3"
"2482030","Pontiac","Municipalité","Quebec","24","82","505","2.7","00000","2011","2150","100","655","30.5","730","34","170","7.9","65","3","65","3","60","2.8","410","19.1"
"2482030","Pontiac","Municipalité","Quebec","24","82","505","2.7","00000","2016","2250","100","695","30.9","745","33.1","170","7.6","50","2.2","65","2.9","55","2.4","475","21.1"
"2482035","La Pêche","Municipalité","Quebec","24","82","505","4.5","00000","2011","3120","100","950","30.4","890","28.5","255","8.2","60","1.9","90","2.9","70","2.2","810","26"
"2482035","La Pêche","Municipalité","Quebec","24","82","505","4.5","00000","2016","3275","100","1070","32.7","875","26.7","260","7.9","55","1.7","95","2.9","75","2.3","850","26"
"2486042","Rouyn-Noranda","Ville","Quebec","24","86","485","4.2","00000","2011","17985","100","5180","28.8","4385","24.4","1515","8.4","155","0.9","335","1.9","575","3.2","5845","32.5"
"2486042","Rouyn-Noranda","Ville","Quebec","24","86","485","4.2","00000","2016","18850","100","5560","29.5","4330","23","1540","8.2","120","0.6","325","1.7","595","3.2","6380","33.8"
"2487090","La Sarre","Ville","Quebec","24","87","","3.8","00000","2011","3530","100","1040","29.5","795","22.5","240","6.8","15","0.4","50","1.4","105","3","1285","36.4"
"2487090","La Sarre","Ville","Quebec","24","87","","3.8","00000","2016","3405","100","1010","29.7","660","19.4","260","7.6","20","0.6","35","1","75","2.2","1350","39.6"
"2488055","Amos","Ville","Quebec","24","88","","5.1","00000","2011","5485","100","1495","27.3","1370","25","490","8.9","35","0.6","95","1.7","115","2.1","1895","34.5"
"2488055","Amos","Ville","Quebec","24","88","","5.1","00000","2016","5630","100","1605","28.5","1215","21.6","550","9.8","45","0.8","100","1.8","150","2.7","1960","34.8"
"2489008","Val-d'Or","Ville","Quebec","24","89","480","4.1","00000","2011","13960","100","3860","27.7","3495","25","1220","8.7","110","0.8","290","2.1","440","3.2","4545","32.6"
"2489008","Val-d'Or","Ville","Quebec","24","89","480","4.1","00000","2016","14565","100","4255","29.2","3330","22.9","1190","8.2","105","0.7","285","2","385","2.6","5015","34.4"
"2490012","La Tuque","Ville","Quebec","24","90","","4.2","00000","2011","5325","100","1660","31.2","1060","19.9","465","8.7","30","0.6","90","1.7","145","2.7","1880","35.3"
"2490012","La Tuque","Ville","Quebec","24","90","","4.2","00000","2016","5310","100","1670","31.5","950","17.9","430","8.1","30","0.6","85","1.6","120","2.3","2020","38"
"2491025","Roberval","Ville","Quebec","24","91","","4.2","00000","2011","4570","100","1320","28.9","1025","22.4","365","8","25","0.5","75","1.6","100","2.2","1655","36.2"
"2491025","Roberval","Ville","Quebec","24","91","","4.2","00000","2016","4500","100","1375","30.6","920","20.4","345","7.7","30","0.7","75","1.7","115","2.6","1645","36.6"
"2491042","Saint-Félicien","Ville","Quebec","24","91","","3.1","00000","2011","4390","100","1430","32.6","1185","27","315","7.2","20","0.5","55","1.3","80","1.8","1300","29.6"
"2491042","Saint-Félicien","Ville","Quebec","24","91","","3.1","00000","2016","4530","100","1490","32.9","1045","23.1","320","7.1","20","0.4","60","1.3","100","2.2","1505","33.2"
"2492022","Dolbeau-Mistassini","Ville","Quebec","24","92","411","4.5","00000","2011","6310","100","1970","31.2","1500","23.8","525","8.3","30","0.5","75","1.2","110","1.7","2110","33.4"
"2492022","Dolbeau-Mistassini","Ville","Quebec","24","92","411","4.5","00000","2016","6255","100","2045","32.7","1330","21.3","540","8.6","30","0.5","70","1.1","145","2.3","2095","33.5"
"2493042","Alma","Ville","Quebec","24","93","410","3.7","00000","2011","13325","100","4065","30.5","3390","25.4","1220","9.2","80","0.6","210","1.6","320","2.4","4040","30.3"
"2493042","Alma","Ville","Quebec","24","93","410","3.7","00000","2016","13655","100","4280","31.3","3080","22.6","1160","8.5","75","0.5","210","1.5","315","2.3","4530","33.2"
"2494068","Saguenay","Ville","Quebec","24","94","408","3.8","00000","2011","64230","100","19280","30","15660","24.4","5385","8.4","495","0.8","1105","1.7","1880","2.9","20425","31.8"
"2494068","Saguenay","Ville","Quebec","24","94","408","3.8","00000","2016","66250","100","20475","30.9","14615","22.1","5435","8.2","440","0.7","1055","1.6","1980","3","22240","33.6"
"2494240","Saint-Honoré","Municipalité","Quebec","24","94","408","3.0","00000","2011","2005","100","660","32.9","685","34.2","145","7.2","30","1.5","55","2.7","45","2.2","380","19"
"2494240","Saint-Honoré","Municipalité","Quebec","24","94","408","3.0","00000","2016","2205","100","730","33.1","760","34.5","175","7.9","25","1.1","60","2.7","50","2.3","415","18.8"
"2496020","Baie-Comeau","Ville","Quebec","24","96","406","4.1","00000","2011","9660","100","2940","30.4","2460","25.5","850","8.8","55","0.6","190","2","190","2","2970","30.7"
"2496020","Baie-Comeau","Ville","Quebec","24","96","406","4.1","00000","2016","9635","100","2915","30.3","2275","23.6","850","8.8","50","0.5","145","1.5","215","2.2","3195","33.2"
"2497007","Sept-Îles","Ville","Quebec","24","97","412","4.4","00000","2011","11225","100","3215","28.6","2855","25.4","1070","9.5","115","1","265","2.4","285","2.5","3425","30.5"
"2497007","Sept-Îles","Ville","Quebec","24","97","412","4.4","00000","2016","11290","100","3210","28.4","2680","23.7","1055","9.3","115","1","235","2.1","280","2.5","3710","32.9"
"2497022","Port-Cartier","Ville","Quebec","24","97","","5.6","00000","2011","2880","100","920","31.9","780","27.1","220","7.6","20","0.7","50","1.7","50","1.7","835","29"
"2497022","Port-Cartier","Ville","Quebec","24","97","","5.6","00000","2016","2930","100","905","30.9","720","24.6","245","8.4","30","1","40","1.4","65","2.2","925","31.6"
"2499025","Chibougamau","Ville","Quebec","24","99","","3.7","00000","2011","3225","100","965","29.9","915","28.4","270","8.4","10","0.3","55","1.7","60","1.9","945","29.3"
"2499025","Chibougamau","Ville","Quebec","24","99","","3.7","00000","2016","3255","100","975","30","865","26.6","305","9.4","15","0.5","50","1.5","65","2","985","30.3"
"3501005","South Glengarry","Township","Ontario","35","01","","3.9","00000","2011","5155","100","1960","38","1495","29","305","5.9","85","1.6","145","2.8","100","1.9","1060","20.6"
"3501005","South Glengarry","Township","Ontario","35","01","","3.9","00000","2016","5300","100","2065","39","1415","26.7","310","5.8","100","1.9","140","2.6","110","2.1","1160","21.9"
"3501011","South Stormont","Township","Ontario","35","01","501","3.2","00000","2011","4795","100","1730","36.1","1600","33.4","300","6.3","105","2.2","145","3","70","1.5","840","17.5"
"3501011","South Stormont","Township","Ontario","35","01","501","3.2","00000","2016","5150","100","1935","37.6","1525","29.6","335","6.5","120","2.3","145","2.8","90","1.7","995","19.3"
"3501012","Cornwall","City","Ontario","35","01","501","4.2","00000","2011","20435","100","5585","27.3","4215","20.6","2310","11.3","325","1.6","530","2.6","655","3.2","6820","33.4"
"3501012","Cornwall","City","Ontario","35","01","501","4.2","00000","2016","20930","100","5685","27.2","3970","19","2370","11.3","350","1.7","560","2.7","735","3.5","7260","34.7"
"3501020","South Dundas","Municipality","Ontario","35","01","","4.3","00000","2011","4445","100","1565","35.2","1155","26","365","8.2","75","1.7","125","2.8","115","2.6","1040","23.4"
"3501020","South Dundas","Municipality","Ontario","35","01","","4.3","00000","2016","4555","100","1670","36.7","1075","23.6","340","7.5","105","2.3","125","2.7","125","2.7","1120","24.6"
"3501030","North Dundas","Township","Ontario","35","01","","4.5","00000","2011","4420","100","1405","31.8","1390","31.4","310","7","80","1.8","130","2.9","105","2.4","995","22.5"
"3501030","North Dundas","Township","Ontario","35","01","","4.5","00000","2016","4480","100","1495","33.4","1275","28.5","345","7.7","95","2.1","120","2.7","105","2.3","1040","23.2"
"3501042","North Stormont","Township","Ontario","35","01","","4.4","00000","2011","2490","100","785","31.5","885","35.5","180","7.2","55","2.2","60","2.4","60","2.4","460","18.5"
"3501042","North Stormont","Township","Ontario","35","01","","4.4","00000","2016","2630","100","865","32.9","860","32.7","160","6.1","55","2.1","75","2.9","55","2.1","560","21.3"
"3501050","North Glengarry","Township","Ontario","35","01","","4.4","00000","2011","4280","100","1335","31.2","1080","25.2","340","7.9","55","1.3","100","2.3","110","2.6","1255","29.3"
"3501050","North Glengarry","Township","Ontario","35","01","","4.4","00000","2016","4315","100","1440","33.4","990","22.9","335","7.8","60","1.4","115","2.7","130","3","1245","28.9"
"3502008","Hawkesbury","Town","Ontario","35","02","502","4.8","00000","2011","4950","100","1410","28.5","795","16.1","640","12.9","50","1","105","2.1","160","3.2","1790","36.2"
"3502008","Hawkesbury","Town","Ontario","35","02","502","4.8","00000","2016","4955","100","1370","27.6","705","14.2","600","12.1","40","0.8","125","2.5","130","2.6","1995","40.3"
"3502010","Champlain","Township","Ontario","35","02","","3.7","00000","2011","3520","100","1245","35.4","990","28.1","240","6.8","60","1.7","90","2.6","70","2","820","23.3"
"3502010","Champlain","Township","Ontario","35","02","","3.7","00000","2016","3700","100","1425","38.5","900","24.3","245","6.6","60","1.6","90","2.4","65","1.8","910","24.6"
"3502023","Alfred and Plantagenet","Township","Ontario","35","02","","5.9","00000","2011","3730","100","1300","34.9","1010","27.1","270","7.2","60","1.6","110","2.9","90","2.4","885","23.7"
"3502023","Alfred and Plantagenet","Township","Ontario","35","02","","5.9","00000","2016","3960","100","1400","35.4","1010","25.5","295","7.4","70","1.8","155","3.9","100","2.5","925","23.4"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","2011","4260","100","1355","31.8","1555","36.5","290","6.8","75","1.8","160","3.8","95","2.2","730","17.1"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","2016","4765","100","1515","31.8","1675","35.2","325","6.8","105","2.2","160","3.4","110","2.3","875","18.4"
"3502036","Clarence-Rockland","City","Ontario","35","02","505","3.4","00000","2011","8640","100","2580","29.9","3030","35.1","730","8.4","195","2.3","290","3.4","210","2.4","1610","18.6"
"3502036","Clarence-Rockland","City","Ontario","35","02","505","3.4","00000","2016","9325","100","2995","32.1","2995","32.1","775","8.3","210","2.3","345","3.7","195","2.1","1810","19.4"
"3502048","Russell","Township","Ontario","35","02","505","3.0","00000","2011","5285","100","1500","28.4","2255","42.7","405","7.7","110","2.1","165","3.1","90","1.7","770","14.6"
"3502048","Russell","Township","Ontario","35","02","505","3.0","00000","2016","5870","100","1790","30.5","2315","39.4","450","7.7","135","2.3","150","2.6","105","1.8","925","15.8"
"3506008","Ottawa","City","Ontario","35","06","505","3.5","00000","2011","353245","100","83795","23.7","100225","28.4","31220","8.8","7690","2.2","11385","3.2","19025","5.4","99905","28.3"
"3506008","Ottawa","City","Ontario","35","06","505","3.5","00000","2016","373760","100","91015","24.4","104100","27.9","33145","8.9","8765","2.3","11795","3.2","19190","5.1","105750","28.3"
"3507004","Edwardsburgh/Cardinal","Township","Ontario","35","07","","4.5","00000","2011","2820","100","1030","36.5","815","28.9","180","6.4","50","1.8","95","3.4","75","2.7","580","20.6"
"3507004","Edwardsburgh/Cardinal","Township","Ontario","35","07","","4.5","00000","2016","2915","100","1050","36","780","26.8","215","7.4","65","2.2","85","2.9","70","2.4","655","22.5"
"3507006","Augusta","Township","Ontario","35","07","512","3.4","00000","2011","2855","100","1100","38.5","935","32.7","170","6","70","2.5","85","3","45","1.6","455","15.9"
"3507006","Augusta","Township","Ontario","35","07","512","3.4","00000","2016","2910","100","1155","39.7","875","30.1","140","4.8","60","2.1","90","3.1","60","2.1","520","17.9"
"3507014","Elizabethtown-Kitley","Township","Ontario","35","07","512","6.2","00000","2011","3625","100","1335","36.8","1175","32.4","195","5.4","70","1.9","110","3","70","1.9","670","18.5"
