Geographic code,Geographic name,Geographic Type,"Geographic Name, province or territory","Geographic Code, province or territory",Additional province code,Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (2006 Counts),Broad Age Groups: 0 to 14 (2006 Counts),Broad Age Groups: 15 to 64 (2006 Counts),Broad Age Groups: 65 years and over (2006 Counts),Broad Age Groups: 85 years and over (2006 Counts),Total (2001 Counts),Broad Age Groups: 0 to 14 (2001 Counts),Broad Age Groups: 15 to 64 (2001 Counts),Broad Age Groups: 65 years and over (2001 Counts),Broad Age Groups: 85 years and over (2001 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (% Distribution 2006),Broad Age Groups: 0 to 14 (% Distribution 2006) ,Broad Age Groups: 15 to 64 (% Distribution 2006),Broad Age Groups: 65 years and over (% Distribution 2006),Broad Age Groups: 85 years and over (% Distribution 2006),Total (% Distribution 2001),Broad Age Groups: 0 to 14 (% Distribution 2001) ,Broad Age Groups: 15 to 64 (% Distribution 2001),Broad Age Groups: 65 years and over (% Distribution 2001),Broad Age Groups: 85 years and over (% Distribution 2001),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016),Total (Percent Change 2006 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2006 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2006 to 2016),Broad Age Groups: 65 years and over (Percent Change 2006 to 2016),Broad Age Groups: 85 years and over (Percent Change 2006 to 2016),Total (Percent Change 2001 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2001 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2001 to 2016),Broad Age Groups: 65 years and over (Percent Change 2001 to 2016),Broad Age Groups: 85 years and over (Percent Change 2001 to 2016)
533,Ingersoll,CA,Ontario,35, ,2.9,00000,Male,6325,1220,4205,905,85,5950,1220,4005,725,65,5775,1205,3910,660,55,5365,1240,3540,585,65,100,19.3,66.5,14.3,1.3,100,20.5,67.3,12.2,1.1,100,20.9,67.7,11.4,1,100,23.1,66,10.9,1.2,6.3,0,5,24.8,30.8,9.5,1.2,7.5,37.1,54.5,17.9,-1.6,18.8,54.7,30.8
533,Ingersoll,CA,Ontario,35, ,2.9,00000,Female,6430,1115,4205,1110,185,6195,1070,4115,1005,205,5985,1130,3905,950,190,5610,1175,3520,915,145,100,17.3,65.4,17.3,2.9,100,17.3,66.4,16.2,3.3,100,18.9,65.2,15.9,3.2,100,20.9,62.7,16.3,2.6,3.8,4.2,2.2,10.4,-9.8,7.4,-1.3,7.7,16.8,-2.6,14.6,-5.1,19.5,21.3,27.6
535,Toronto,CMA,Ontario,35, ,3.1,00000,Both sexes,5928040,985615,4083845,858580,115035,5583065,975330,3901070,706660,90705,5113150,949945,3556180,607025,67660,4682895,916155,3238050,528695,52535,100,16.6,68.9,14.5,1.9,100,17.5,69.9,12.7,1.6,100,18.6,69.5,11.9,1.3,100,19.6,69.1,11.3,1.1,6.2,1.1,4.7,21.5,26.8,15.9,3.8,14.8,41.4,70,26.6,7.6,26.1,62.4,119
535,Toronto,CMA,Ontario,35, ,3.1,00000,Male,2876750,505690,1988915,382150,41080,2708950,500765,1897350,310835,30765,2486255,488330,1735020,262905,22385,2282660,470745,1585345,226575,16255,100,17.6,69.1,13.3,1.4,100,18.5,70,11.5,1.1,100,19.6,69.8,10.6,0.9,100,20.6,69.5,9.9,0.7,6.2,1,4.8,22.9,33.5,15.7,3.6,14.6,45.4,83.5,26,7.4,25.5,68.7,152.7
535,Toronto,CMA,Ontario,35, ,3.1,00000,Female,3051285,479925,2094935,476435,73955,2874110,474565,2003720,395825,59940,2626900,461610,1821165,344125,45280,2400235,445410,1652705,302120,36280,100,15.7,68.7,15.6,2.4,100,16.5,69.7,13.8,2.1,100,17.6,69.3,13.1,1.7,100,18.6,68.9,12.6,1.5,6.2,1.1,4.6,20.4,23.4,16.2,4,15,38.4,63.3,27.1,7.7,26.8,57.7,103.8
537,Hamilton,CMA,Ontario,35, ,3.5,00000,Both sexes,747550,122535,491520,133490,20135,721055,120045,485445,115565,16515,692910,123990,464485,104440,12480,662400,127490,440390,94520,9300,100,16.4,65.8,17.9,2.7,100,16.6,67.3,16,2.3,100,17.9,67,15.1,1.8,100,19.2,66.5,14.3,1.4,3.7,2.1,1.3,15.5,21.9,7.9,-1.2,5.8,27.8,61.3,12.9,-3.9,11.6,41.2,116.5
537,Hamilton,CMA,Ontario,35, ,3.5,00000,Male,363800,63115,241915,58770,7050,350650,61890,238410,50345,5415,336335,63565,228105,44665,3920,322935,65370,217530,40040,2840,100,17.3,66.5,16.2,1.9,100,17.7,68,14.4,1.5,100,18.9,67.8,13.3,1.2,100,20.2,67.4,12.4,0.9,3.8,2,1.5,16.7,30.2,8.2,-0.7,6.1,31.6,79.8,12.7,-3.4,11.2,46.8,148.2
537,Hamilton,CMA,Ontario,35, ,3.5,00000,Female,383750,59425,249605,74720,13090,370400,58155,247030,65220,11100,356575,60425,236375,59770,8565,339465,62120,222865,54485,6460,100,15.5,65,19.5,3.4,100,15.7,66.7,17.6,3,100,16.9,66.3,16.8,2.4,100,18.3,65.7,16.1,1.9,3.6,2.2,1,14.6,17.9,7.6,-1.7,5.6,25,52.8,13,-4.3,12,37.1,102.6
539,St. Catharines - Niagara,CMA,Ontario,35, ,4.1,00000,Both sexes,406075,59120,258550,88405,13090,392185,59465,257590,75130,10765,390320,64640,256505,69175,8460,377010,67540,243850,65620,6835,100,14.6,63.7,21.8,3.2,100,15.2,65.7,19.2,2.7,100,16.6,65.7,17.7,2.2,100,17.9,64.7,17.4,1.8,3.5,-0.6,0.4,17.7,21.6,4,-8.5,0.8,27.8,54.7,7.7,-12.5,6,34.7,91.5
539,St. Catharines - Niagara,CMA,Ontario,35, ,4.1,00000,Male,196310,30260,126325,39725,4555,189400,30310,126105,32990,3480,188530,33050,125760,29720,2610,182600,34600,120030,27970,2115,100,15.4,64.3,20.2,2.3,100,16,66.6,17.4,1.8,100,17.5,66.7,15.8,1.4,100,18.9,65.7,15.3,1.2,3.6,-0.2,0.2,20.4,30.9,4.1,-8.4,0.4,33.7,74.5,7.5,-12.5,5.2,42,115.4
539,St. Catharines - Niagara,CMA,Ontario,35, ,4.1,00000,Female,209760,28855,132220,48685,8535,202780,29160,131485,42140,7280,201790,31590,130745,39455,5845,194405,32940,123815,37650,4725,100,13.8,63,23.2,4.1,100,14.4,64.8,20.8,3.6,100,15.7,64.8,19.6,2.9,100,16.9,63.7,19.4,2.4,3.4,-1,0.6,15.5,17.2,3.9,-8.7,1.1,23.4,46,7.9,-12.4,6.8,29.3,80.6
541,Kitchener - Cambridge - Waterloo,CMA,Ontario,35, ,3.6,00000,Both sexes,523895,92385,355645,75860,10130,496385,90040,343840,62505,8360,468330,89630,323940,54760,6690,429150,88120,292465,48565,5110,100,17.6,67.9,14.5,1.9,100,18.1,69.3,12.6,1.7,100,19.1,69.2,11.7,1.4,100,20.5,68.1,11.3,1.2,5.5,2.6,3.4,21.4,21.2,11.9,3.1,9.8,38.5,51.4,22.1,4.8,21.6,56.2,98.2
541,Kitchener - Cambridge - Waterloo,CMA,Ontario,35, ,3.6,00000,Male,258575,47210,177120,34245,3675,244390,46005,170960,27425,2695,230590,45670,161400,23520,2020,211110,44990,146020,20105,1450,100,18.3,68.5,13.2,1.4,100,18.8,70,11.2,1.1,100,19.8,70,10.2,0.9,100,21.3,69.2,9.5,0.7,5.8,2.6,3.6,24.9,36.4,12.1,3.4,9.7,45.6,81.9,22.5,4.9,21.3,70.3,153.4
541,Kitchener - Cambridge - Waterloo,CMA,Ontario,35, ,3.6,00000,Female,265320,45175,178525,41615,6455,251990,44035,172880,35080,5665,237745,43960,162545,31235,4670,218040,43135,146445,28460,3665,100,17,67.3,15.7,2.4,100,17.5,68.6,13.9,2.2,100,18.5,68.4,13.1,2,100,19.8,67.2,13.1,1.7,5.3,2.6,3.3,18.6,13.9,11.6,2.8,9.8,33.2,38.2,21.7,4.7,21.9,46.2,76.1
543,Brantford,CMA,Ontario,35, ,3.9,20000,Both sexes,134205,23600,86970,23630,3345,135505,24510,90380,20615,2910,124605,23315,83130,18170,2355,118085,23710,77345,17030,2010,100,17.6,64.8,17.6,2.5,100,18.1,66.7,15.2,2.1,100,18.7,66.7,14.6,1.9,100,20.1,65.5,14.4,1.7,-1,-3.7,-3.8,14.6,14.9,7.7,1.2,4.6,30,42,13.7,-0.5,12.4,38.8,66.4
543,Brantford,CMA,Ontario,35, ,3.9,20000,Male,65400,12010,42775,10615,1145,65785,12530,44270,8980,970,60475,11770,40990,7715,695,57470,12025,38430,7015,585,100,18.4,65.4,16.2,1.8,100,19,67.3,13.7,1.5,100,19.5,67.8,12.8,1.1,100,20.9,66.9,12.2,1,-0.6,-4.2,-3.4,18.2,18,8.1,2,4.4,37.6,64.7,13.8,-0.1,11.3,51.3,95.7
543,Brantford,CMA,Ontario,35, ,3.9,20000,Female,68805,11590,44195,13025,2200,69715,11980,46105,11630,1940,64135,11540,42135,10450,1665,60615,11685,38915,10015,1425,100,16.8,64.2,18.9,3.2,100,17.2,66.1,16.7,2.8,100,18,65.7,16.3,2.6,100,19.3,64.2,16.5,2.4,-1.3,-3.3,-4.1,12,13.4,7.3,0.4,4.9,24.6,32.1,13.5,-0.8,13.6,30.1,54.4
544,Woodstock,CA,Ontario,35, ,4.0,00000,Both sexes,40900,6845,26285,7775,1255,37755,6490,24900,6365,995,35825,6535,23475,5815,830,33635,6615,21735,5290,695,100,16.7,64.3,19,3.1,100,17.2,66,16.9,2.6,100,18.2,65.5,16.2,2.3,100,19.7,64.6,15.7,2.1,8.3,5.5,5.6,22.2,26.1,14.2,4.7,12,33.7,51.2,21.6,3.5,20.9,47,80.6
544,Woodstock,CA,Ontario,35, ,4.0,00000,Male,19865,3450,13095,3315,425,18305,3320,12330,2660,315,17315,3390,11580,2345,215,16270,3410,10760,2090,180,100,17.4,65.9,16.7,2.1,100,18.1,67.4,14.5,1.7,100,19.6,66.9,13.5,1.2,100,21,66.1,12.8,1.1,8.5,3.9,6.2,24.6,34.9,14.7,1.8,13.1,41.4,97.7,22.1,1.2,21.7,58.6,136.1
544,Woodstock,CA,Ontario,35, ,4.0,00000,Female,21035,3390,13195,4455,825,19450,3165,12580,3700,680,18515,3145,11900,3470,615,17370,3200,10975,3200,510,100,16.1,62.7,21.2,3.9,100,16.3,64.7,19,3.5,100,17,64.3,18.7,3.3,100,18.4,63.2,18.4,2.9,8.1,7.1,4.9,20.4,21.3,13.6,7.8,10.9,28.4,34.1,21.1,5.9,20.2,39.2,61.8
546,Tillsonburg,CA,Ontario,35, ,3.8,00000,Both sexes,15875,2345,9115,4410,630,15300,2285,9175,3835,530,14820,2395,9020,3405,390,14050,2380,8595,3085,305,100,14.8,57.4,27.8,4,100,14.9,60,25.1,3.5,100,16.2,60.9,23,2.6,100,16.9,61.2,22,2.2,3.8,2.6,-0.7,15,18.9,7.1,-2.1,1.1,29.5,61.5,13,-1.5,6.1,42.9,106.6
546,Tillsonburg,CA,Ontario,35, ,3.8,00000,Male,7530,1195,4430,1910,225,7250,1175,4440,1625,185,6990,1210,4335,1445,120,6705,1240,4225,1240,90,100,15.9,58.8,25.4,3,100,16.2,61.2,22.4,2.6,100,17.3,62,20.7,1.7,100,18.5,63,18.5,1.3,3.9,1.7,-0.2,17.5,21.6,7.7,-1.2,2.2,32.2,87.5,12.3,-3.6,4.9,54,150
546,Tillsonburg,CA,Ontario,35, ,3.8,00000,Female,8345,1155,4685,2505,400,8050,1110,4730,2205,340,7830,1185,4685,1965,275,7345,1140,4370,1840,210,100,13.8,56.1,30,4.8,100,13.8,58.8,27.4,4.2,100,15.1,59.8,25.1,3.5,100,15.5,59.5,25.1,2.9,3.7,4.1,-1,13.6,17.6,6.6,-2.5,0,27.5,45.5,13.6,1.3,7.2,36.1,90.5
547,Norfolk,CA,Ontario,35, ,5.0,00000,Both sexes,64040,9720,39915,14400,1705,63175,9675,41290,12210,1475,62565,10560,41155,10855,1215,60850,11475,39455,9910,1045,100,15.2,62.3,22.5,2.7,100,15.3,65.4,19.3,2.3,100,16.9,65.8,17.3,1.9,100,18.9,64.8,16.3,1.7,1.4,0.5,-3.3,17.9,15.6,2.4,-8,-3,32.7,40.3,5.2,-15.3,1.2,45.3,63.2
547,Norfolk,CA,Ontario,35, ,5.0,00000,Male,31760,5030,19880,6840,620,31405,4890,20970,5545,465,30950,5355,20710,4875,350,30120,5805,20045,4270,310,100,15.8,62.6,21.5,2,100,15.6,66.8,17.7,1.5,100,17.3,66.9,15.8,1.1,100,19.3,66.6,14.2,1,1.1,2.9,-5.2,23.4,33.3,2.6,-6.1,-4,40.3,77.1,5.4,-13.4,-0.8,60.2,100
547,Norfolk,CA,Ontario,35, ,5.0,00000,Female,32285,4695,20035,7560,1085,31775,4785,20320,6665,1010,31615,5200,20440,5975,860,30725,5670,19410,5635,735,100,14.5,62.1,23.4,3.4,100,15.1,63.9,21,3.2,100,16.4,64.7,18.9,2.7,100,18.5,63.2,18.3,2.4,1.6,-1.9,-1.4,13.4,7.4,2.1,-9.7,-2,26.5,26.2,5.1,-17.2,3.2,34.2,47.6
550,Guelph,CMA,Ontario,35, ,3.5,00000,Both sexes,151985,25795,103160,23035,3410,141100,24785,97335,18975,2405,133700,24720,92210,16770,2045,123230,23985,84065,15180,1595,100,17,67.9,15.2,2.2,100,17.6,69,13.4,1.7,100,18.5,69,12.5,1.5,100,19.5,68.2,12.3,1.3,7.7,4.1,6,21.4,41.8,13.7,4.3,11.9,37.4,66.7,23.3,7.5,22.7,51.7,113.8
550,Guelph,CMA,Ontario,35, ,3.5,00000,Male,74255,13285,50880,10090,1185,68780,12620,47805,8355,810,65435,12650,45575,7210,685,60550,12320,41750,6480,495,100,17.9,68.5,13.6,1.6,100,18.3,69.5,12.1,1.2,100,19.3,69.6,11,1,100,20.3,69,10.7,0.8,8,5.3,6.4,20.8,46.3,13.5,5,11.6,39.9,73,22.6,7.8,21.9,55.7,139.4
550,Guelph,CMA,Ontario,35, ,3.5,00000,Female,77730,12510,52280,12940,2220,72320,12160,49530,10620,1600,68265,12070,46635,9560,1360,62680,11665,42315,8700,1100,100,16.1,67.3,16.6,2.9,100,16.8,68.5,14.7,2.2,100,17.7,68.3,14,2,100,18.6,67.5,13.9,1.8,7.5,2.9,5.6,21.8,38.8,13.9,3.6,12.1,35.4,63.2,24,7.2,23.5,48.7,101.8
553,Stratford,CA,Ontario,35, ,3.9,00000,Both sexes,31465,4690,20245,6530,1010,30885,4845,20420,5615,990,30505,5285,20220,4995,740,29685,5520,19525,4640,650,100,14.9,64.3,20.8,3.2,100,15.7,66.1,18.2,3.2,100,17.3,66.3,16.4,2.4,100,18.6,65.8,15.6,2.2,1.9,-3.2,-0.9,16.3,2,3.1,-11.3,0.1,30.7,36.5,6,-15,3.7,40.7,55.4
553,Stratford,CA,Ontario,35, ,3.9,00000,Male,15135,2455,9885,2790,325,14795,2560,9915,2320,325,14540,2735,9770,2030,215,14230,2825,9605,1805,170,100,16.2,65.3,18.4,2.1,100,17.3,67,15.7,2.2,100,18.8,67.2,14,1.5,100,19.9,67.5,12.7,1.2,2.3,-4.1,-0.3,20.3,0,4.1,-10.2,1.2,37.4,51.2,6.4,-13.1,2.9,54.6,91.2
553,Stratford,CA,Ontario,35, ,3.9,00000,Female,16330,2230,10360,3740,685,16090,2290,10510,3300,665,15960,2545,10450,2960,520,15450,2700,9915,2835,485,100,13.7,63.4,22.9,4.2,100,14.2,65.3,20.5,4.1,100,15.9,65.5,18.5,3.3,100,17.5,64.2,18.3,3.1,1.5,-2.6,-1.4,13.3,3,2.3,-12.4,-0.9,26.4,31.7,5.7,-17.4,4.5,31.9,41.2
555,London,CMA,Ontario,35, ,3.5,00000,Both sexes,494065,81240,328470,84360,11565,474785,78925,324765,71100,10215,457720,81130,313510,63080,8000,435600,84830,293390,57385,6225,100,16.4,66.5,17.1,2.3,100,16.6,68.4,15,2.2,100,17.7,68.5,13.8,1.7,100,19.5,67.4,13.2,1.4,4.1,2.9,1.1,18.6,13.2,7.9,0.1,4.8,33.7,44.6,13.4,-4.2,12,47,85.8
555,London,CMA,Ontario,35, ,3.5,00000,Male,239830,41535,161025,37265,3970,229945,40395,158695,30860,3315,221800,41735,153365,26700,2515,210790,43630,143390,23775,1790,100,17.3,67.1,15.5,1.7,100,17.6,69,13.4,1.4,100,18.8,69.1,12,1.1,100,20.7,68,11.3,0.8,4.3,2.8,1.5,20.8,19.8,8.1,-0.5,5,39.6,57.9,13.8,-4.8,12.3,56.7,121.8
555,London,CMA,Ontario,35, ,3.5,00000,Female,254240,39710,167445,47090,7595,244840,38530,166070,40240,6905,235920,39395,160140,36385,5485,224810,41200,150000,33610,4440,100,15.6,65.9,18.5,3,100,15.7,67.8,16.4,2.8,100,16.7,67.9,15.4,2.3,100,18.3,66.7,15,2,3.8,3.1,0.8,17,10,7.8,0.8,4.6,29.4,38.5,13.1,-3.6,11.6,40.1,71.1
556,Chatham-Kent,CA,Ontario,35, ,4.3,00000,Both sexes,102040,16740,63850,21450,3065,104075,17710,67730,18635,2630,108590,19805,71525,17260,2090,107710,21200,70290,16215,1880,100,16.4,62.6,21,3,100,17,65.1,17.9,2.5,100,18.2,65.9,15.9,1.9,100,19.7,65.3,15.1,1.7,-2,-5.5,-5.7,15.1,16.5,-6,-15.5,-10.7,24.3,46.7,-5.3,-21,-9.2,32.3,63
556,Chatham-Kent,CA,Ontario,35, ,4.3,00000,Male,49750,8595,31500,9660,980,50615,8995,33490,8125,760,52855,9985,35570,7295,550,52425,10765,34990,6665,500,100,17.3,63.3,19.4,2,100,17.8,66.2,16.1,1.5,100,18.9,67.3,13.8,1,100,20.5,66.7,12.7,1,-1.7,-4.4,-5.9,18.9,28.9,-5.9,-13.9,-11.4,32.4,78.2,-5.1,-20.2,-10,44.9,96
556,Chatham-Kent,CA,Ontario,35, ,4.3,00000,Female,52290,8145,32355,11790,2085,53460,8710,34240,10510,1870,55735,9820,35955,9970,1535,55285,10430,35305,9550,1380,100,15.6,61.9,22.5,4,100,16.3,64,19.7,3.5,100,17.6,64.5,17.9,2.8,100,18.9,63.9,17.3,2.5,-2.2,-6.5,-5.5,12.2,11.5,-6.2,-17.1,-10,18.3,35.8,-5.4,-21.9,-8.4,23.5,51.1
557,Leamington,CA,Ontario,35, ,7.5,00100,Both sexes,49150,8655,30905,9590,1510,49765,9020,32520,8225,1295,49745,9710,32520,7515,1080,46760,9665,30455,6640,835,100,17.6,62.9,19.5,3.1,100,18.1,65.3,16.5,2.6,100,19.5,65.4,15.1,2.2,100,20.7,65.1,14.2,1.8,-1.2,-4,-5,16.6,16.6,-1.2,-10.9,-5,27.6,39.8,5.1,-10.5,1.5,44.4,80.8
557,Leamington,CA,Ontario,35, ,7.5,00100,Male,24685,4575,15775,4335,515,25410,4745,17040,3630,405,25100,4985,16950,3160,320,23640,4920,15890,2830,245,100,18.5,63.9,17.6,2.1,100,18.7,67.1,14.3,1.6,100,19.9,67.5,12.6,1.3,100,20.8,67.2,12,1,-2.9,-3.6,-7.4,19.4,27.2,-1.7,-8.2,-6.9,37.2,60.9,4.4,-7,-0.7,53.2,110.2
557,Leamington,CA,Ontario,35, ,7.5,00100,Female,24460,4075,15135,5255,995,24355,4280,15480,4600,890,24635,4720,15570,4350,755,23120,4745,14560,3815,585,100,16.7,61.9,21.5,4.1,100,17.6,63.6,18.9,3.7,100,19.2,63.2,17.7,3.1,100,20.5,63,16.5,2.5,0.4,-4.8,-2.2,14.2,11.8,-0.7,-13.7,-2.8,20.8,31.8,5.8,-14.1,3.9,37.7,70.1
559,Windsor,CMA,Ontario,35, ,3.5,00000,Both sexes,329140,55000,217380,56765,7640,319245,56275,215380,47590,6285,323340,61520,219785,42035,4575,307875,61735,207440,38705,3855,100,16.7,66,17.2,2.3,100,17.6,67.5,14.9,2,100,19,68,13,1.4,100,20.1,67.4,12.6,1.3,3.1,-2.3,0.9,19.3,21.6,1.8,-10.6,-1.1,35,67,6.9,-10.9,4.8,46.7,98.2
559,Windsor,CMA,Ontario,35, ,3.5,00000,Male,161305,28150,107605,25555,2585,155990,28960,105900,21120,2035,158695,31635,108940,18120,1390,151500,31900,103450,16145,1040,100,17.5,66.7,15.8,1.6,100,18.6,67.9,13.5,1.3,100,19.9,68.6,11.4,0.9,100,21.1,68.3,10.7,0.7,3.4,-2.8,1.6,21,27,1.6,-11,-1.2,41,86,6.5,-11.8,4,58.3,148.6
559,Windsor,CMA,Ontario,35, ,3.5,00000,Female,167840,26855,109775,31210,5055,163260,27315,109475,26465,4255,164645,29885,110845,23915,3185,156380,29835,103990,22555,2815,100,16,65.4,18.6,3,100,16.7,67.1,16.2,2.6,100,18.2,67.3,14.5,1.9,100,19.1,66.5,14.4,1.8,2.8,-1.7,0.3,17.9,18.8,1.9,-10.1,-1,30.5,58.7,7.3,-10,5.6,38.4,79.6
562,Sarnia,CA,Ontario,35, ,3.5,00000,Both sexes,96150,14720,61005,20430,2645,97130,14940,64330,17855,2340,96300,16000,64175,16120,1815,95690,17960,62755,14975,1365,100,15.3,63.4,21.2,2.8,100,15.4,66.2,18.4,2.4,100,16.6,66.6,16.7,1.9,100,18.8,65.6,15.6,1.4,-1,-1.5,-5.2,14.4,13,-0.2,-8,-4.9,26.7,45.7,0.5,-18,-2.8,36.4,93.8
562,Sarnia,CA,Ontario,35, ,3.5,00000,Male,46885,7410,30135,9345,960,47080,7510,31680,7890,745,46650,8125,31570,6955,545,46375,9120,30880,6380,415,100,15.8,64.3,19.9,2,100,16,67.3,16.8,1.6,100,17.4,67.7,14.9,1.2,100,19.7,66.6,13.8,0.9,-0.4,-1.3,-4.9,18.4,28.9,0.5,-8.8,-4.5,34.4,76.1,1.1,-18.8,-2.4,46.5,131.3
562,Sarnia,CA,Ontario,35, ,3.5,00000,Female,49270,7310,30875,11085,1685,50055,7435,32650,9970,1600,49645,7880,32605,9160,1270,49310,8840,31875,8595,950,100,14.8,62.7,22.5,3.4,100,14.9,65.2,19.9,3.2,100,15.9,65.7,18.5,2.6,100,17.9,64.6,17.4,1.9,-1.6,-1.7,-5.4,11.2,5.3,-0.8,-7.2,-5.3,21,32.7,-0.1,-17.3,-3.1,29,77.4
565,Wasaga Beach,CA,Ontario,35, ,4.5,00000,Both sexes,20675,2455,11315,6905,500,17535,2155,10275,5100,310,15030,2130,9155,3745,190,12420,2035,7625,2750,135,100,11.9,54.7,33.4,2.4,100,12.3,58.6,29.1,1.8,100,14.2,60.9,24.9,1.3,100,16.4,61.4,22.1,1.1,17.9,13.9,10.1,35.4,61.3,37.6,15.3,23.6,84.4,163.2,66.5,20.6,48.4,151.1,270.4
565,Wasaga Beach,CA,Ontario,35, ,4.5,00000,Male,10055,1255,5485,3315,220,8635,1135,4980,2515,125,7505,1185,4445,1875,70,6245,1090,3770,1385,45,100,12.5,54.5,33,2.2,100,13.1,57.7,29.1,1.4,100,15.8,59.2,25,0.9,100,17.5,60.4,22.2,0.7,16.4,10.6,10.1,31.8,76,34,5.9,23.4,76.8,214.3,61,15.1,45.5,139.4,388.9
565,Wasaga Beach,CA,Ontario,35, ,4.5,00000,Female,10620,1205,5830,3590,280,8900,1025,5295,2585,180,7525,945,4710,1870,115,6170,945,3855,1370,90,100,11.3,54.9,33.8,2.6,100,11.5,59.5,29,2,100,12.6,62.6,24.9,1.5,100,15.3,62.5,22.2,1.5,19.3,17.6,10.1,38.9,55.6,41.1,27.5,23.8,92,143.5,72.1,27.5,51.2,162,211.1
566,Owen Sound,CA,Ontario,35, ,5.0,00000,Both sexes,31820,4535,19595,7690,1275,32090,4580,20750,6765,1020,32260,5080,21110,6075,920,31585,5705,20105,5770,750,100,14.3,61.6,24.2,4,100,14.3,64.7,21.1,3.2,100,15.7,65.4,18.8,2.9,100,18.1,63.7,18.3,2.4,-0.8,-1,-5.6,13.7,25,-1.4,-10.7,-7.2,26.6,38.6,0.7,-20.5,-2.5,33.3,70
566,Owen Sound,CA,Ontario,35, ,5.0,00000,Male,15245,2320,9530,3395,440,15410,2380,10100,2930,295,15470,2630,10290,2550,285,15100,2895,9840,2365,215,100,15.2,62.5,22.3,2.9,100,15.4,65.5,19,1.9,100,17,66.5,16.5,1.8,100,19.2,65.2,15.7,1.4,-1.1,-2.5,-5.6,15.9,49.2,-1.5,-11.8,-7.4,33.1,54.4,1,-19.9,-3.2,43.6,104.7
566,Owen Sound,CA,Ontario,35, ,5.0,00000,Female,16580,2220,10065,4290,835,16680,2205,10640,3835,725,16790,2450,10820,3520,640,16480,2810,10265,3405,535,100,13.4,60.7,25.9,5,100,13.2,63.8,23,4.3,100,14.6,64.4,21,3.8,100,17.1,62.3,20.7,3.2,-0.6,0.7,-5.4,11.9,15.2,-1.3,-9.4,-7,21.9,30.5,0.6,-21,-1.9,26,56.1
567,Collingwood,CA,Ontario,35, ,4.8,00000,Both sexes,21790,3135,12925,5735,825,19240,2760,12090,4390,600,17290,2700,11035,3555,485,16040,2855,10140,3045,375,100,14.4,59.3,26.3,3.8,100,14.3,62.8,22.8,3.1,100,15.6,63.8,20.6,2.8,100,17.8,63.2,19,2.3,13.3,13.6,6.9,30.6,37.5,26,16.1,17.1,61.3,70.1,35.8,9.8,27.5,88.3,120
567,Collingwood,CA,Ontario,35, ,4.8,00000,Male,10170,1550,6145,2475,270,8935,1395,5750,1795,180,8150,1400,5290,1455,140,7650,1520,4865,1265,100,100,15.2,60.4,24.3,2.7,100,15.6,64.4,20.1,2,100,17.2,64.9,17.9,1.7,100,19.9,63.6,16.5,1.3,13.8,11.1,6.9,37.9,50,24.8,10.7,16.2,70.1,92.9,32.9,2,26.3,95.7,170
567,Collingwood,CA,Ontario,35, ,4.8,00000,Female,11625,1590,6775,3265,555,10300,1370,6340,2595,425,9145,1300,5740,2100,340,8390,1335,5275,1780,275,100,13.7,58.3,28.1,4.8,100,13.3,61.6,25.2,4.1,100,14.2,62.8,23,3.7,100,15.9,62.9,21.2,3.3,12.9,16.1,6.9,25.8,30.6,27.1,22.3,18,55.5,63.2,38.6,19.1,28.4,83.4,101.8
568,Barrie,CMA,Ontario,35, ,3.4,00000,Both sexes,197060,35280,133615,28165,3780,187010,35250,128240,23525,3135,177065,36860,119915,20290,2415,148480,34160,98130,16185,1600,100,17.9,67.8,14.3,1.9,100,18.8,68.6,12.6,1.7,100,20.8,67.7,11.5,1.4,100,23,66.1,10.9,1.1,5.4,0.1,4.2,19.7,20.6,11.3,-4.3,11.4,38.8,56.5,32.7,3.3,36.2,74,136.3
