"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Additional province code","Global non-response rate","Data quality flag","Age","Knowledge of official languages - Total (2016 counts)","Knowledge of official languages - English only (2016 counts)","Knowledge of official languages - French only (2016 counts)","Knowledge of official languages - English and French (2016 counts)","Knowledge of official languages - Neither English nor French (2016 counts)","Knowledge of official languages - Total (% distribution (2016))","Knowledge of official languages - English only (% distribution (2016))","Knowledge of official languages - French only (% distribution (2016))","Knowledge of official languages - English and French (% distribution (2016))","Knowledge of official languages - Neither English nor French (% distribution (2016))"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","10 to 14","75685","23715","10460","41240","265","100","31.3","13.8","54.5","0.4"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","15 to 24","171695","75645","9360","86265","425","100","44.1","5.5","50.2","0.2"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","15 to 19","79305","30830","5225","43070","180","100","38.9","6.6","54.3","0.2"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","20 to 24","92390","44815","4135","43195","245","100","48.5","4.5","46.8","0.3"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","25 to 44","348930","157640","15530","174290","1470","100","45.2","4.5","49.9","0.4"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","45 to 64","373415","176235","23045","171145","2985","100","47.2","6.2","45.8","0.8"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","65 and over","188100","94445","15945","70885","6820","100","50.2","8.5","37.7","3.6"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","65 to 74","114465","55485","8640","47645","2695","100","48.5","7.5","41.6","2.4"
"505","Ottawa - Gatineau","CMA","Ontario / Quebec","35","24","3.5","00000","75 and over","73635","38955","7305","23240","4130","100","52.9","9.9","31.6","5.6"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","Total","15780","14035","5","1730","15","100","88.9","0","11","0.1"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","0 to 14","2410","2250","0","150","5","100","93.4","0","6.2","0.2"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","0 to 4","765","730","0","35","5","100","95.4","0","4.6","0.7"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","5 to 9","820","780","0","40","5","100","95.1","0","4.9","0.6"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","10 to 14","825","745","0","75","0","100","90.3","0","9.1","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","15 to 24","1610","1440","0","170","0","100","89.4","0","10.6","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","15 to 19","805","700","0","100","0","100","87","0","12.4","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","20 to 24","805","740","0","65","0","100","91.9","0","8.1","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","25 to 44","3425","2935","0","490","5","100","85.7","0","14.3","0.1"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","45 to 64","4965","4405","0","565","0","100","88.7","0","11.4","0"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","65 and over","3375","3005","5","355","5","100","89","0.1","10.5","0.1"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","65 to 74","2030","1790","0","245","5","100","88.2","0","12.1","0.2"
"507","Arnprior","CA","Ontario","35"," ","3.5","00000","75 and over","1340","1215","0","120","5","100","90.7","0","9","0.4"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","Total","30870","25270","15","5540","45","100","81.9","0","17.9","0.1"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","0 to 14","5235","4115","5","1095","20","100","78.6","0.1","20.9","0.4"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","0 to 4","1655","1535","5","100","15","100","92.7","0.3","6","0.9"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","5 to 9","1745","1405","0","330","5","100","80.5","0","18.9","0.3"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","10 to 14","1835","1175","0","660","0","100","64","0","36","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","15 to 24","3330","2660","0","660","5","100","79.9","0","19.8","0.2"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","15 to 19","1780","1350","5","425","5","100","75.8","0.3","23.9","0.3"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","20 to 24","1550","1310","0","240","0","100","84.5","0","15.5","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","25 to 44","7050","5625","0","1410","15","100","79.8","0","20","0.2"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","45 to 64","9855","8225","0","1625","0","100","83.5","0","16.5","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","65 and over","5400","4645","0","750","0","100","86","0","13.9","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","65 to 74","3485","2935","5","550","0","100","84.2","0.1","15.8","0"
"509","Carleton Place","CA","Ontario","35"," ","4.1","00000","75 and over","1910","1710","5","200","0","100","89.5","0.3","10.5","0"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","Total","37885","34020","15","3765","85","100","89.8","0","9.9","0.2"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","0 to 14","5135","4460","5","645","30","100","86.9","0.1","12.6","0.6"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","0 to 4","1505","1440","5","50","15","100","95.7","0.3","3.3","1"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","5 to 9","1705","1475","0","225","10","100","86.5","0","13.2","0.6"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","10 to 14","1925","1555","5","365","5","100","80.8","0.3","19","0.3"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","15 to 24","4290","3760","0","520","5","100","87.6","0","12.1","0.1"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","15 to 19","2220","1910","0","305","5","100","86","0","13.7","0.2"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","20 to 24","2070","1855","0","215","0","100","89.6","0","10.4","0"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","25 to 44","7510","6795","5","695","15","100","90.5","0.1","9.3","0.2"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","45 to 64","11960","10875","5","1075","5","100","90.9","0","9","0"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","65 and over","8990","8125","0","835","30","100","90.4","0","9.3","0.3"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","65 to 74","5185","4635","0","540","10","100","89.4","0","10.4","0.2"
"512","Brockville","CA","Ontario","35"," ","4.0","00000","75 and over","3800","3490","0","290","20","100","91.8","0","7.6","0.5"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","Total","22720","19345","65","3285","25","100","85.1","0.3","14.5","0.1"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","0 to 14","3470","2860","35","570","5","100","82.4","1","16.4","0.1"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","0 to 4","1150","1015","20","115","0","100","88.3","1.7","10","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","5 to 9","1170","945","10","205","5","100","80.8","0.9","17.5","0.4"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","10 to 14","1145","895","5","250","0","100","78.2","0.4","21.8","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","15 to 24","2585","2070","0","510","0","100","80.1","0","19.7","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","15 to 19","1215","925","0","290","0","100","76.1","0","23.9","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","20 to 24","1365","1150","0","215","0","100","84.2","0","15.8","0"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","25 to 44","5230","4355","5","860","5","100","83.3","0.1","16.4","0.1"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","45 to 64","6775","5960","5","810","5","100","88","0.1","12","0.1"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","65 and over","4655","4100","10","525","20","100","88.1","0.2","11.3","0.4"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","65 to 74","2530","2225","0","290","10","100","87.9","0","11.5","0.4"
"515","Pembroke","CA","Ontario","35"," ","4.3","00000","75 and over","2125","1870","10","235","10","100","88","0.5","11.1","0.5"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","Total","17185","13605","190","3365","25","100","79.2","1.1","19.6","0.1"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","0 to 14","3825","3050","100","655","10","100","79.7","2.6","17.1","0.3"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","0 to 4","1565","1330","55","175","10","100","85","3.5","11.2","0.6"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","5 to 9","1310","995","35","280","5","100","76","2.7","21.4","0.4"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","10 to 14","945","730","10","210","0","100","77.2","1.1","22.2","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","15 to 24","2300","1750","25","520","5","100","76.1","1.1","22.6","0.2"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","15 to 19","880","675","5","195","0","100","76.7","0.6","22.2","0"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","20 to 24","1420","1075","15","325","5","100","75.7","1.1","22.9","0.4"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","25 to 44","6355","4745","60","1545","5","100","74.7","0.9","24.3","0.1"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","45 to 64","3310","2770","5","530","5","100","83.7","0.2","16","0.2"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","65 and over","1405","1280","0","120","5","100","91.1","0","8.5","0.4"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","65 to 74","870","790","0","75","5","100","90.8","0","8.6","0.6"
"516","Petawawa","CA","Ontario","35"," ","7.6","00100","75 and over","530","490","0","40","5","100","92.5","0","7.5","0.9"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","Total","157190","136990","295","19235","675","100","87.1","0.2","12.2","0.4"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","0 to 14","23905","20245","155","3360","140","100","84.7","0.6","14.1","0.6"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","0 to 4","7625","7020","105","385","110","100","92.1","1.4","5","1.4"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","5 to 9","8280","6770","35","1455","15","100","81.8","0.4","17.6","0.2"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","10 to 14","8000","6455","15","1520","5","100","80.7","0.2","19","0.1"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","15 to 24","20100","16985","10","3090","15","100","84.5","0","15.4","0.1"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","15 to 19","8915","7385","5","1515","5","100","82.8","0.1","17","0.1"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","20 to 24","11190","9600","5","1575","10","100","85.8","0","14.1","0.1"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","25 to 44","38635","33170","60","5345","60","100","85.9","0.2","13.8","0.2"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","45 to 64","44995","39960","30","4865","135","100","88.8","0.1","10.8","0.3"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","65 and over","29565","26630","35","2580","320","100","90.1","0.1","8.7","1.1"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","65 to 74","17145","15385","15","1625","120","100","89.7","0.1","9.5","0.7"
"521","Kingston","CMA","Ontario","35"," ","4.6","00000","75 and over","12420","11250","20","955","200","100","90.6","0.2","7.7","1.6"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","Total","102175","94280","185","7410","295","100","92.3","0.2","7.3","0.3"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","0 to 14","16400","14875","120","1345","65","100","90.7","0.7","8.2","0.4"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","0 to 4","5370","5085","65","170","45","100","94.7","1.2","3.2","0.8"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","5 to 9","5645","5180","45","400","15","100","91.8","0.8","7.1","0.3"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","10 to 14","5395","4605","10","770","5","100","85.4","0.2","14.3","0.1"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","15 to 24","11925","10765","5","1135","20","100","90.3","0","9.5","0.2"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","15 to 19","5820","5125","5","675","10","100","88.1","0.1","11.6","0.2"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","20 to 24","6105","5635","5","460","10","100","92.3","0.1","7.5","0.2"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","25 to 44","23640","21450","40","2100","50","100","90.7","0.2","8.9","0.2"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","45 to 64","30375","28440","15","1845","75","100","93.6","0","6.1","0.2"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","65 and over","19835","18750","10","985","85","100","94.5","0.1","5","0.4"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","65 to 74","11285","10640","5","610","30","100","94.3","0","5.4","0.3"
"522","Belleville","CMA","Ontario","35"," ","3.8","00000","75 and over","8545","8110","0","385","55","100","94.9","0","4.5","0.6"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","Total","19145","17585","0","1530","35","100","91.9","0","8","0.2"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","0 to 14","2440","2135","0","305","5","100","87.5","0","12.5","0.2"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","0 to 4","735","725","0","5","5","100","98.6","0","0.7","0.7"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","5 to 9","825","700","0","125","0","100","84.8","0","15.2","0"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","10 to 14","875","710","0","170","0","100","81.1","0","19.4","0"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","15 to 24","1845","1610","0","235","0","100","87.3","0","12.7","0"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","15 to 19","965","820","0","150","0","100","85","0","15.5","0"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","20 to 24","875","790","0","85","0","100","90.3","0","9.7","0"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","25 to 44","3470","3200","0","270","5","100","92.2","0","7.8","0.1"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","45 to 64","5525","5185","5","330","10","100","93.8","0.1","6","0.2"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","65 and over","5855","5455","0","395","10","100","93.2","0","6.7","0.2"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","65 to 74","3030","2815","0","215","5","100","92.9","0","7.1","0.2"
"527","Cobourg","CA","Ontario","35"," ","4.5","00000","75 and over","2830","2640","0","180","5","100","93.3","0","6.4","0.2"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","Total","16395","15150","0","1210","35","100","92.4","0","7.4","0.2"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","0 to 14","2180","1925","0","245","5","100","88.3","0","11.2","0.2"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","0 to 4","615","605","0","10","5","100","98.4","0","1.6","0.8"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","5 to 9","755","650","0","110","0","100","86.1","0","14.6","0"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","10 to 14","810","675","0","130","0","100","83.3","0","16","0"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","15 to 24","1755","1565","0","190","5","100","89.2","0","10.8","0.3"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","15 to 19","865","750","0","110","0","100","86.7","0","12.7","0"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","20 to 24","895","820","0","75","0","100","91.6","0","8.4","0"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","25 to 44","3285","3055","0","215","10","100","93","0","6.5","0.3"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","45 to 64","5260","4935","0","325","5","100","93.8","0","6.2","0.1"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","65 and over","3910","3665","5","230","10","100","93.7","0.1","5.9","0.3"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","65 to 74","2450","2285","0","160","5","100","93.3","0","6.5","0.2"
"528","Port Hope","CA","Ontario","35"," ","4.7","00000","75 and over","1460","1375","5","75","5","100","94.2","0.3","5.1","0.3"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","Total","119600","110755","20","8550","270","100","92.6","0","7.1","0.2"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","0 to 14","17805","15745","10","1995","50","100","88.4","0.1","11.2","0.3"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","0 to 4","6015","5880","5","105","30","100","97.8","0.1","1.7","0.5"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","5 to 9","6080","5200","5","860","10","100","85.5","0.1","14.1","0.2"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","10 to 14","5710","4665","0","1035","10","100","81.7","0","18.1","0.2"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","15 to 24","14910","13230","0","1665","15","100","88.7","0","11.2","0.1"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","15 to 19","6645","5665","0","975","5","100","85.3","0","14.7","0.1"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","20 to 24","8270","7570","0","690","5","100","91.5","0","8.3","0.1"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","25 to 44","27050","24860","5","2145","40","100","91.9","0","7.9","0.1"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","45 to 64","34510","32725","5","1710","70","100","94.8","0","5","0.2"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","65 and over","25320","24185","10","1035","95","100","95.5","0","4.1","0.4"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","65 to 74","14555","13855","5","655","40","100","95.2","0","4.5","0.3"
"529","Peterborough","CMA","Ontario","35"," ","4.5","00000","75 and over","10770","10335","5","375","55","100","96","0","3.5","0.5"
"530","Kawartha Lakes","CA","Ontario","35"," ","4.7","00000","Total","74240","70770","10","3325","130","100","95.3","0","4.5","0.2"
"530","Kawartha Lakes","CA","Ontario","35"," ","4.7","00000","0 to 14","9880","9290","5","540","40","100","94","0.1","5.5","0.4"
