"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Additional province code","Global non-response rate","Data quality flag","Age","Mother tongue - Total (2016 counts)","Mother tongue - English (2016 counts)","Mother tongue - French (2016 counts)","Mother tongue - Non-official language (2016 counts)","Mother tongue - English and French (2016 counts)","Mother tongue - English and non-official language (2016 counts)","Mother tongue - French and non-official language (2016 counts)","Mother tongue - English, French and non-official language (2016 counts)","Mother tongue - Total (% distribution (2016))","Mother tongue - English (% distribution (2016))","Mother tongue - French (% distribution (2016))","Mother tongue - Non-official language (% distribution (2016))","Mother tongue - English and French (% distribution (2016))","Mother tongue - English and non-official language (% distribution (2016))","Mother tongue - French and non-official language (% distribution (2016))","Mother tongue - English, French and non-official language (% distribution (2016))"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","65 and over","6685","5860","125","650","10","35","0","0","100","87.7","1.9","9.7","0.1","0.5","0","0"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","65 to 74","3545","3175","75","265","10","15","0","0","100","89.6","2.1","7.5","0.3","0.4","0","0"
"569","Orillia","CA","Ontario","35"," ","4.4","00000","75 and over","3140","2685","50","385","5","15","0","0","100","85.5","1.6","12.3","0.2","0.5","0","0"
"571","Midland","CA","Ontario","35"," ","4.7","00000","Total","34890","31190","1645","1650","245","155","5","5","100","89.4","4.7","4.7","0.7","0.4","0","0"
"571","Midland","CA","Ontario","35"," ","4.7","00000","0 to 14","4785","4605","55","45","40","35","0","0","100","96.2","1.1","0.9","0.8","0.7","0","0"
"571","Midland","CA","Ontario","35"," ","4.7","00000","0 to 4","1465","1405","10","20","15","15","0","0","100","95.9","0.7","1.4","1","1","0","0"
"571","Midland","CA","Ontario","35"," ","4.7","00000","5 to 9","1600","1540","15","15","10","15","0","0","100","96.3","0.9","0.9","0.6","0.9","0","0"
"571","Midland","CA","Ontario","35"," ","4.7","00000","10 to 14","1715","1660","25","15","15","10","0","0","100","96.8","1.5","0.9","0.9","0.6","0","0"
"571","Midland","CA","Ontario","35"," ","4.7","00000","15 to 24","3640","3490","75","40","25","15","0","0","100","95.9","2.1","1.1","0.7","0.4","0","0"
"571","Midland","CA","Ontario","35"," ","4.7","00000","15 to 19","1835","1760","40","15","15","5","0","0","100","95.9","2.2","0.8","0.8","0.3","0","0"
"571","Midland","CA","Ontario","35"," ","4.7","00000","20 to 24","1800","1730","30","25","5","5","0","0","100","96.1","1.7","1.4","0.3","0.3","0","0"
"571","Midland","CA","Ontario","35"," ","4.7","00000","25 to 44","7220","6700","210","245","35","30","0","0","100","92.8","2.9","3.4","0.5","0.4","0","0"
"571","Midland","CA","Ontario","35"," ","4.7","00000","45 to 64","11225","9960","600","555","70","45","0","0","100","88.7","5.3","4.9","0.6","0.4","0","0"
"571","Midland","CA","Ontario","35"," ","4.7","00000","65 and over","8020","6440","710","760","80","25","0","5","100","80.3","8.9","9.5","1","0.3","0","0.1"
"571","Midland","CA","Ontario","35"," ","4.7","00000","65 to 74","4820","4045","375","335","45","15","0","0","100","83.9","7.8","7","0.9","0.3","0","0"
"571","Midland","CA","Ontario","35"," ","4.7","00000","75 and over","3205","2395","335","425","35","10","0","0","100","74.7","10.5","13.3","1.1","0.3","0","0"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","Total","69385","56305","9305","2645","920","180","10","15","100","81.1","13.4","3.8","1.3","0.3","0","0"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","0 to 14","10490","9335","730","175","225","20","0","5","100","89","7","1.7","2.1","0.2","0","0"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","0 to 4","3325","2995","175","70","70","15","5","0","100","90.1","5.3","2.1","2.1","0.5","0.2","0"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","5 to 9","3560","3185","225","50","90","5","0","0","100","89.5","6.3","1.4","2.5","0.1","0","0"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","10 to 14","3605","3155","330","55","60","5","0","5","100","87.5","9.2","1.5","1.7","0.1","0","0.1"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","15 to 24","8210","7120","795","170","105","15","5","5","100","86.7","9.7","2.1","1.3","0.2","0.1","0.1"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","15 to 19","3905","3375","385","75","55","5","0","5","100","86.4","9.9","1.9","1.4","0.1","0","0.1"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","20 to 24","4305","3745","405","95","50","10","0","5","100","87","9.4","2.2","1.2","0.2","0","0.1"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","25 to 44","16215","13535","1815","595","215","45","0","0","100","83.5","11.2","3.7","1.3","0.3","0","0"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","45 to 64","21110","16590","3395","860","195","60","5","5","100","78.6","16.1","4.1","0.9","0.3","0","0"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","65 and over","13365","9730","2570","845","175","35","5","0","100","72.8","19.2","6.3","1.3","0.3","0","0"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","65 to 74","7670","5765","1435","355","95","15","0","0","100","75.2","18.7","4.6","1.2","0.2","0","0"
"575","North Bay","CA","Ontario","35"," ","4.8","00000","75 and over","5695","3960","1140","490","80","20","5","0","100","69.5","20","8.6","1.4","0.4","0.1","0"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","Total","162900","107345","41870","9950","2840","755","90","55","100","65.9","25.7","6.1","1.7","0.5","0.1","0"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","0 to 14","25565","19195","5045","470","715","90","15","25","100","75.1","19.7","1.8","2.8","0.4","0.1","0.1"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","0 to 4","8320","6310","1485","175","295","35","10","10","100","75.8","17.8","2.1","3.5","0.4","0.1","0.1"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","5 to 9","8770","6645","1720","150","210","35","5","0","100","75.8","19.6","1.7","2.4","0.4","0.1","0"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","10 to 14","8470","6240","1835","150","215","20","5","5","100","73.7","21.7","1.8","2.5","0.2","0.1","0.1"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","15 to 24","19960","14625","4220","620","420","65","10","0","100","73.3","21.1","3.1","2.1","0.3","0.1","0"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","15 to 19","9420","6980","1980","250","185","30","0","0","100","74.1","21","2.7","2","0.3","0","0"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","20 to 24","10540","7645","2240","375","240","35","10","5","100","72.5","21.3","3.6","2.3","0.3","0.1","0"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","25 to 44","40180","28245","9000","1915","780","190","45","10","100","70.3","22.4","4.8","1.9","0.5","0.1","0"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","45 to 64","48385","30320","14230","3025","565","210","15","10","100","62.7","29.4","6.3","1.2","0.4","0","0"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","65 and over","28815","14960","9365","3915","360","195","10","0","100","51.9","32.5","13.6","1.2","0.7","0","0"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","65 to 74","16565","9275","5340","1650","215","85","5","5","100","56","32.2","10","1.3","0.5","0","0"
"580","Greater Sudbury","CMA","Ontario","35"," ","4.1","00000","75 and over","12250","5685","4030","2270","150","115","0","5","100","46.4","32.9","18.5","1.2","0.9","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","Total","10660","8255","1615","625","115","45","5","0","100","77.4","15.2","5.9","1.1","0.4","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","0 to 14","1110","990","80","5","35","5","0","0","100","89.2","7.2","0.5","3.2","0.5","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","0 to 4","360","325","20","0","15","0","0","0","100","90.3","5.6","0","4.2","0","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","5 to 9","370","330","25","0","10","0","0","0","100","89.2","6.8","0","2.7","0","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","10 to 14","385","335","35","5","5","0","0","0","100","87","9.1","1.3","1.3","0","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","15 to 24","750","675","60","5","10","0","0","0","100","90","8","0.7","1.3","0","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","15 to 19","370","335","30","5","5","0","0","0","100","90.5","8.1","1.4","1.4","0","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","20 to 24","385","340","30","5","5","0","0","0","100","88.3","7.8","1.3","1.3","0","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","25 to 44","1570","1290","205","45","20","10","0","0","100","82.2","13.1","2.9","1.3","0.6","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","45 to 64","3220","2480","570","135","30","10","0","0","100","77","17.7","4.2","0.9","0.3","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","65 and over","4005","2820","700","430","30","20","0","0","100","70.4","17.5","10.7","0.7","0.5","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","65 to 74","2265","1615","430","185","15","15","0","0","100","71.3","19","8.2","0.7","0.7","0","0"
"582","Elliot Lake","CA","Ontario","35"," ","4.2","00000","75 and over","1745","1200","270","250","10","10","0","0","100","68.8","15.5","14.3","0.6","0.6","0","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","Total","41480","23655","14885","1820","915","180","15","15","100","57","35.9","4.4","2.2","0.4","0","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","0 to 14","7130","4840","1915","90","245","25","5","5","100","67.9","26.9","1.3","3.4","0.4","0.1","0.1"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","0 to 4","2280","1595","550","25","95","10","0","0","100","70","24.1","1.1","4.2","0.4","0","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","5 to 9","2480","1660","670","35","95","5","0","5","100","66.9","27","1.4","3.8","0.2","0","0.2"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","10 to 14","2365","1585","695","30","55","5","0","5","100","67","29.4","1.3","2.3","0.2","0","0.2"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","15 to 24","5100","3265","1580","90","145","15","0","0","100","64","31","1.8","2.8","0.3","0","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","15 to 19","2575","1655","800","45","65","10","5","0","100","64.3","31.1","1.7","2.5","0.4","0.2","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","20 to 24","2520","1610","780","45","80","5","0","0","100","63.9","31","1.8","3.2","0.2","0","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","25 to 44","10570","6355","3515","405","240","55","5","5","100","60.1","33.3","3.8","2.3","0.5","0","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","45 to 64","12525","6580","5080","610","205","45","5","0","100","52.5","40.6","4.9","1.6","0.4","0","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","65 and over","6160","2620","2795","620","85","35","5","0","100","42.5","45.4","10.1","1.4","0.6","0.1","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","65 to 74","3695","1675","1685","255","55","15","0","0","100","45.3","45.6","6.9","1.5","0.4","0","0"
"586","Timmins","CA","Ontario","35"," ","3.7","00000","75 and over","2465","940","1110","365","30","20","0","0","100","38.1","45","14.8","1.2","0.8","0","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","Total","77075","67105","2525","6570","365","485","20","10","100","87.1","3.3","8.5","0.5","0.6","0","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","0 to 14","11290","10880","115","165","70","55","0","0","100","96.4","1","1.5","0.6","0.5","0","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","0 to 4","3755","3640","25","50","20","20","0","0","100","96.9","0.7","1.3","0.5","0.5","0","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","5 to 9","3795","3645","30","65","30","20","0","5","100","96","0.8","1.7","0.8","0.5","0","0.1"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","10 to 14","3745","3590","60","50","20","15","0","0","100","95.9","1.6","1.3","0.5","0.4","0","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","15 to 24","8865","8335","135","305","50","35","0","0","100","94","1.5","3.4","0.6","0.4","0","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","15 to 19","4105","3920","60","85","25","15","0","0","100","95.5","1.5","2.1","0.6","0.4","0","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","20 to 24","4765","4415","80","215","30","20","0","0","100","92.7","1.7","4.5","0.6","0.4","0","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","25 to 44","17240","15885","415","755","85","95","5","0","100","92.1","2.4","4.4","0.5","0.6","0","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","45 to 64","23350","19930","980","2165","80","180","5","10","100","85.4","4.2","9.3","0.3","0.8","0","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","65 and over","16325","12070","870","3185","80","115","5","0","100","73.9","5.3","19.5","0.5","0.7","0","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","65 to 74","8985","7080","460","1340","40","65","0","0","100","78.8","5.1","14.9","0.4","0.7","0","0"
"590","Sault Ste. Marie","CA","Ontario","35"," ","4.5","20000","75 and over","7340","4990","410","1850","35","50","5","0","100","68","5.6","25.2","0.5","0.7","0.1","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","Total","119885","102665","2680","12980","325","1185","25","25","100","85.6","2.2","10.8","0.3","1","0","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","0 to 14","17745","16860","180","450","90","155","0","5","100","95","1","2.5","0.5","0.9","0","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","0 to 4","5725","5445","50","145","20","60","0","0","100","95.1","0.9","2.5","0.3","1","0","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","5 to 9","6000","5705","60","145","30","50","0","5","100","95.1","1","2.4","0.5","0.8","0","0.1"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","10 to 14","6020","5705","70","165","40","40","0","0","100","94.8","1.2","2.7","0.7","0.7","0","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","15 to 24","14860","13775","180","715","60","125","5","0","100","92.7","1.2","4.8","0.4","0.8","0","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","15 to 19","6660","6280","90","215","30","50","0","0","100","94.3","1.4","3.2","0.5","0.8","0","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","20 to 24","8195","7500","95","495","30","70","5","0","100","91.5","1.2","6","0.4","0.9","0.1","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","25 to 44","28230","25025","580","2245","80","285","5","5","100","88.6","2.1","8","0.3","1","0","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","45 to 64","36130","30410","1045","4220","60","385","10","5","100","84.2","2.9","11.7","0.2","1.1","0","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","65 and over","22920","16585","685","5355","35","245","5","5","100","72.4","3","23.4","0.2","1.1","0","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","65 to 74","12965","10120","375","2330","20","115","5","0","100","78.1","2.9","18","0.2","0.9","0","0"
"595","Thunder Bay","CMA","Ontario","35"," ","4.4","00000","75 and over","9960","6465","315","3025","20","130","0","0","100","64.9","3.2","30.4","0.2","1.3","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","Total","14830","13695","260","710","55","105","0","5","100","92.3","1.8","4.8","0.4","0.7","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","0 to 14","2415","2350","5","35","10","15","0","0","100","97.3","0.2","1.4","0.4","0.6","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","0 to 4","755","735","0","5","5","5","0","0","100","97.4","0","0.7","0.7","0.7","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","5 to 9","870","845","0","15","5","0","0","0","100","97.1","0","1.7","0.6","0","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","10 to 14","795","770","0","15","5","5","0","0","100","96.9","0","1.9","0.6","0.6","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","15 to 24","1715","1660","15","30","5","10","0","0","100","96.8","0.9","1.7","0.3","0.6","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","15 to 19","805","780","5","15","5","0","0","0","100","96.9","0.6","1.9","0.6","0","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","20 to 24","910","880","10","10","0","10","0","0","100","96.7","1.1","1.1","0","1.1","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","25 to 44","3365","3170","35","120","15","25","0","0","100","94.2","1","3.6","0.4","0.7","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","45 to 64","4590","4200","90","255","15","35","0","0","100","91.5","2","5.6","0.3","0.8","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","65 and over","2735","2310","115","275","5","25","0","0","100","84.5","4.2","10.1","0.2","0.9","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","65 to 74","1595","1420","55","110","0","10","0","0","100","89","3.4","6.9","0","0.6","0","0"
"598","Kenora","CA","Ontario","35"," ","6.1","00000","75 and over","1135","895","65","160","5","20","0","0","100","78.9","5.7","14.1","0.4","1.8","0","0"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","Total","768685","530570","26705","187755","3120","19545","595","400","100","69","3.5","24.4","0.4","2.5","0.1","0.1"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","0 to 14","132545","102585","2835","21650","860","4375","65","175","100","77.4","2.1","16.3","0.6","3.3","0","0.1"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","0 to 4","43310","33550","885","6990","265","1570","20","30","100","77.5","2","16.1","0.6","3.6","0","0.1"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","5 to 9","44995","35375","995","6805","300","1420","20","80","100","78.6","2.2","15.1","0.7","3.2","0","0.2"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","10 to 14","44240","33660","960","7850","295","1385","30","65","100","76.1","2.2","17.7","0.7","3.1","0.1","0.1"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","15 to 24","102745","74950","2295","21920","545","2865","95","85","100","72.9","2.2","21.3","0.5","2.8","0.1","0.1"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","15 to 19","47985","35265","1100","9795","255","1485","40","50","100","73.5","2.3","20.4","0.5","3.1","0.1","0.1"
"602","Winnipeg","CMA","Manitoba","46"," ","3.3","00000","20 to 24","54760","39685","1195","12130","290","1375","55","40","100","72.5","2.2","22.2","0.5","2.5","0.1","0.1"
